a, a, a, b
r, f, h, r
r, f, h, s
r, f, h, t
r, f, h, u
r, f, h, y
r, f, i, f
r, f, i, g
r, f, i, i
r, f, i, j
r, f, i, m
r, f, i, p
r, f, i, q
r, f, i, v
r, f, i, y
r, f, i, z
r, f, i, '
r, f, j, e
r, f, j, o
r, f, l, b
r, f, l, c
r, f, l, d
r, f, l, f
r, f, l, h
r, f, l, l
r, f, l, n
r, f, l, r
r, f, l, s
r, f, l, t
r, f, l, w
r, f, l, '
r, f, m, b
r, f, m, c
r, f, m, g
r, f, m, i
r, f, m, k
r, f, m, m
r, f, m, n
r, f, m, o
r, f, m, r
r, f, m, s
r, f, m, t
r, f, m, u
r, f, m, '
r, f, n, a
r, f, n, c
r, f, n, d
r, f, n, f
r, f, n, g
r, f, n, i
r, f, n, m
r, f, n, o
r, f, n, p
r, f, n, u
r, f, n, y
r, f, n, z
r, f, n, '
r, f, o, a
r, f, o, b
r, f, o, d
r, f, o, f
r, f, o, g
r, f, o, h
r, f, o, k
r, f, o, m
r, f, o, p
r, f, o, s
r, f, o, t
r, f, o, v
r, f, o, y
r, f, o, z
r, f, o, '
r, f, p, a
r, f, p, c
r, f, p, d
r, f, p, h
r, f, p, l
r, f, p, m
r, f, p, o
r, f, p, p
r, f, p, r
r, f, p, s
r, f, p, u
r, f, p, '
r, f, q, d
r, f, q, u
r, f, r, b
r, f, r, c
r, f, r, d
r, f, r, f
r, f, r, g
r, f, r, k
r, f, r, l
r, f, r, m
r, f, r, p
r, f, r, r
r, f, r, s
r, f, r, t
r, f, r, w
r, f, r, y
r, f, r, z
r, f, r, '
r, f, s, a
r, f, s, b
r, f, s, d
r, f, s, e
r, f, s, f
r, f, s, l
r, f, s, m
r, f, s, o
r, f, s, p
r, f, s, r
r, f, s, s
r, f, s, t
r, f, s, u
r, f, s, w
r, f, s, '
r, f, t, a
r, f, t, b
r, f, t, c
r, f, t, d
r, f, t, e
r, f, t, f
r, f, t, g
r, f, t, h
r, f, t, i
r, f, t, l
r, f, t, m
r, f, t, n
r, f, t, o
r, f, t, p
r, f, t, r
r, f, t, s
r, f, t, t
r, f, t, u
r, f, t, v
r, f, t, w
r, f, t, y
r, f, t, z
r, f, t, '
r, f, u, a
r, f, u, b
r, f, u, d
r, f, u, e
r, f, u, h
r, f, u, i
r, f, u, j
r, f, u, k
r, f, u, q
r, f, u, u
r, f, u, v
r, f, u, y
r, f, u, z
r, f, v, i
r, f, v, r
r, f, v, s
r, f, w, a
r, f, w, d
r, f, w, e
r, f, w, h
r, f, w, n
r, f, w, o
r, f, w, y
r, f, w, '
r, f, y, a
r, f, y, c
r, f, y, d
r, f, y, e
r, f, y, f
r, f, y, i
r, f, y, k
r, f, y, l
r, f, y, m
r, f, y, n
r, f, y, o
r, f, y, r
r, f, y, s
r, f, y, t
r, f, y, w
r, f, y, z
r, f, z, e
r, f, z, i
r, f, z, s
r, g, a, f
r, g, a, j
r, g, a, k
r, g, b, a
r, g, b, e
r, g, b, g
r, g, b, h
r, g, b, j
r, g, b, l
r, g, b, m
r, g, b, o
r, g, b, r
r, g, b, s
r, g, b, t
r, g, b, u
r, g, b, y
r, g, b, z
r, g, b, '
r, g, d, b
r, g, d, e
r, g, d, i
r, g, d, n
r, g, d, o
r, g, d, p
r, g, d, r
r, g, d, s
r, g, d, u
r, g, d, y
r, g, d, '
r, g, e, c
r, g, e, g
r, g, e, k
r, g, e, x
r, g, e, z
r, g, f, c
r, g, f, i
r, g, f, l
r, g, f, n
r, g, f, o
r, g, f, r
r, g, f, t
r, g, f, u
r, g, g, a
r, g, g, b
r, g, g, c
r, g, g, d
r, g, g, e
r, g, g, f
r, g, g, h
r, g, g, l
r, g, g, m
r, g, g, n
r, g, g, o
r, g, g, p
r, g, g, s
r, g, g, u
r, g, g, w
r, g, g, '
r, g, h, c
r, g, h, d
r, g, h, f
r, g, h, g
r, g, h, j
r, g, h, k
r, g, h, n
r, g, h, p
r, g, h, q
r, g, h, r
r, g, h, t
r, g, h, v
r, g, h, w
r, g, h, y
r, g, h, z
r, g, i, g
r, g, i, h
r, g, i, i
r, g, i, j
r, g, i, q
r, g, k, a
r, g, k, e
r, g, k, f
r, g, k, h
r, g, k, l
r, g, k, n
r, g, k, o
r, g, k, r
r, g, k, s
r, g, k, u
r, g, k, '
r, g, l, b
r, g, l, c
r, g, l, d
r, g, l, h
r, g, l, m
r, g, l, r
r, g, l, t
r, g, l, '
r, g, m, b
r, g, m, c
r, g, m, g
r, g, m, h
r, g, m, i
r, g, m, l
r, g, m, o
r, g, m, p
r, g, m, r
r, g, m, s
r, g, m, t
r, g, m, u
r, g, m, w
r, g, m, y
r, g, m, '
r, g, n, b
r, g, n, c
r, g, n, d
r, g, n, f
r, g, n, g
r, g, n, h
r, g, n, i
r, g, n, l
r, g, n, m
r, g, n, n
r, g, n, p
r, g, n, r
r, g, n, s
r, g, n, t
r, g, n, u
r, g, n, w
r, g, n, y
r, g, n, '
r, g, o, f
r, g, o, h
r, g, o, k
r, g, o, q
r, g, o, x
r, g, o, z
r, g, p, a
r, g, p, c
r, g, p, d
r, g, p, e
r, g, p, h
r, g, p, i
r, g, p, l
r, g, p, m
r, g, p, o
r, g, p, r
r, g, p, s
r, g, p, u
r, g, p, '
r, g, q, i
r, g, q, t
r, g, r, b
r, g, r, f
r, g, r, n
r, g, r, p
r, g, r, r
r, g, r, s
r, g, r, x
r, g, r, y
r, g, r, '
r, g, s, a
r, g, s, b
r, g, s, d
r, g, s, e
r, g, s, f
r, g, s, g
r, g, s, h
r, g, s, i
r, g, s, l
r, g, s, n
r, g, s, p
r, g, s, r
r, g, s, s
r, g, s, u
r, g, s, v
r, g, s, w
r, g, s, y
r, g, s, '
r, g, t, a
r, g, t, b
r, g, t, c
r, g, t, d
r, g, t, e
r, g, t, h
r, g, t, i
r, g, t, p
r, g, t, r
r, g, t, s
r, g, t, t
r, g, t, u
r, g, t, y
r, g, t, z
r, g, u, b
r, g, u, c
r, g, u, d
r, g, u, g
r, g, u, h
r, g, u, j
r, g, u, k
r, g, u, o
r, g, u, p
r, g, u, v
r, g, u, y
r, g, u, z
r, g, w, h
r, g, w, i
r, g, w, r
r, g, w, s
r, g, w, u
r, g, w, y
r, g, w, '
r, g, y, b
r, g, y, c
r, g, y, d
r, g, y, e
r, g, y, g
r, g, y, h
r, g, y, o
r, g, y, p
r, g, y, u
r, g, y, v
r, g, ', d
r, g, ', u
r, h, a, h
r, h, a, j
r, h, a, k
r, h, a, q
r, h, a, x
r, h, b, a
r, h, b, e
r, h, b, i
r, h, b, l
r, h, b, m
r, h, b, n
r, h, b, o
r, h, b, p
r, h, b, r
r, h, b, u
r, h, b, y
r, h, b, '
r, h, c, a
r, h, c, b
r, h, c, d
r, h, c, f
r, h, c, g
r, h, c, h
r, h, c, i
r, h, c, l
r, h, c, m
r, h, c, o
r, h, c, r
r, h, c, s
r, h, c, t
r, h, c, u
r, h, c, '
r, h, d, a
r, h, d, b
r, h, d, d
r, h, d, e
r, h, d, h
r, h, d, i
r, h, d, k
r, h, d, l
r, h, d, m
r, h, d, o
r, h, d, q
r, h, d, r
r, h, d, s
r, h, d, t
r, h, d, u
r, h, d, w
r, h, d, x
r, h, d, '
r, h, e, c
r, h, e, f
r, h, e, h
r, h, e, j
r, h, e, k
r, h, e, q
r, h, e, v
r, h, e, z
r, h, g, a
r, h, g, e
r, h, g, i
r, h, g, l
r, h, g, m
r, h, g, o
r, h, g, r
r, h, g, t
r, h, g, u
r, h, g, v
r, h, g, w
r, h, g, '
r, h, i, f
r, h, i, h
r, h, i, i
r, h, i, j
r, h, i, k
r, h, i, o
r, h, i, q
r, h, i, u
r, h, i, w
r, h, i, x
r, h, i, y
r, h, l, a
r, h, l, b
r, h, l, c
r, h, l, d
r, h, l, g
r, h, l, h
r, h, l, i
r, h, l, k
r, h, l, l
r, h, l, m
r, h, l, o
r, h, l, q
r, h, l, r
r, h, l, s
r, h, l, t
r, h, l, u
r, h, l, v
r, h, l, w
r, h, l, y
r, h, l, '
r, h, m, a
r, h, m, b
r, h, m, c
r, h, m, e
r, h, m, g
r, h, m, i
r, h, m, l
r, h, m, m
r, h, m, p
r, h, m, s
r, h, m, t
r, h, m, u
r, h, m, y
r, h, m, '
r, h, n, b
r, h, n, c
r, h, n, d
r, h, n, f
r, h, n, h
r, h, n, i
r, h, n, k
r, h, n, l
r, h, n, m
r, h, n, n
r, h, n, o
r, h, n, p
r, h, n, q
r, h, n, s
r, h, n, t
r, h, n, u
r, h, n, v
r, h, n, y
r, h, n, '
r, h, o, b
r, h, o, h
r, h, o, j
r, h, o, k
r, h, o, q
r, h, o, x
r, h, o, y
r, h, o, z
r, h, s, a
r, h, s, b
r, h, s, c
r, h, s, d
r, h, s, e
r, h, s, f
r, h, s, g
r, h, s, h
r, h, s, i
r, h, s, k
r, h, s, l
r, h, s, m
r, h, s, n
r, h, s, o
r, h, s, p
r, h, s, r
r, h, s, s
r, h, s, t
r, h, s, u
r, h, s, v
r, h, s, w
r, h, s, y
r, h, s, '
r, h, u, c
r, h, u, d
r, h, u, e
r, h, u, f
r, h, u, h
r, h, u, j
r, h, u, k
r, h, u, o
r, h, u, p
r, h, u, q
r, h, u, u
r, h, u, v
r, h, u, x
r, h, u, y
r, h, u, z
r, h, v, a
r, h, v, e
r, h, v, h
r, h, v, i
r, h, v, r
r, h, v, y
r, h, w, d
r, h, w, e
r, h, w, h
r, h, w, i
r, h, w, m
r, h, w, o
r, h, w, r
r, h, w, t
r, h, w, u
r, h, w, y
r, h, y, c
r, h, y, e
r, h, y, f
r, h, y, g
r, h, y, i
r, h, y, k
r, h, y, l
r, h, y, r
r, h, y, u
r, h, y, v
r, h, y, w
r, h, y, x
r, h, y, y
r, h, y, z
r, h, y, '
r, h, ', a
r, h, ', i
r, h, ', m
r, i, a, a
r, i, a, f
r, i, a, j
r, i, a, q
r, i, a, v
r, i, a, w
r, i, a, y
r, i, b, d
r, i, b, k
r, i, b, m
r, i, b, t
r, i, b, y
r, i, c, b
r, i, c, d
r, i, c, f
r, i, c, g
r, i, c, j
r, i, c, m
r, i, c, p
r, i, c, q
r, i, c, v
r, i, c, z
r, i, d, b
r, i, d, c
r, i, d, f
r, i, d, k
r, i, d, m
r, i, d, v
r, i, e, o
r, i, e, x
r, i, f, b
r, i, f, c
r, i, f, d
r, i, f, m
r, i, f, n
r, i, g, c
r, i, g, f
r, i, g, j
r, i, g, k
r, i, g, p
r, i, g, z
r, i, h, c
r, i, h, d
r, i, h, f
r, i, h, h
r, i, h, k
r, i, h, l
r, i, h, n
r, i, h, p
r, i, h, r
r, i, h, w
r, i, h, z
r, i, i, c
r, i, i, g
r, i, i, h
r, i, i, i
r, i, i, k
r, i, i, l
r, i, i, m
r, i, i, p
r, i, i, r
r, i, i, v
r, i, i, w
r, i, i, z
r, i, j, b
r, i, j, d
r, i, j, h
r, i, j, j
r, i, j, l
r, i, j, m
r, i, j, r
r, i, j, t
r, i, j, v
r, i, j, w
r, i, j, '
r, i, k, d
r, i, k, h
r, i, k, j
r, i, k, l
r, i, k, m
r, i, k, n
r, i, k, p
r, i, k, t
r, i, k, u
r, i, k, v
r, i, k, y
r, i, k, z
r, i, l, c
r, i, l, f
r, i, l, g
r, i, l, h
r, i, l, j
r, i, l, n
r, i, l, p
r, i, l, q
r, i, l, r
r, i, l, w
r, i, l, z
r, i, m, c
r, i, m, j
r, i, m, v
r, i, m, z
r, i, n, m
r, i, n, p
r, i, n, r
r, i, o, w
r, i, p, b
r, i, p, d
r, i, p, j
r, i, p, k
r, i, p, x
r, i, p, z
r, i, q, b
r, i, q, h
r, i, q, i
r, i, q, r
r, i, q, s
r, i, q, '
r, i, r, b
r, i, r, c
r, i, r, d
r, i, r, f
r, i, r, g
r, i, r, j
r, i, r, k
r, i, r, l
r, i, r, m
r, i, r, n
r, i, r, p
r, i, r, q
r, i, r, s
r, i, r, t
r, i, r, v
r, i, r, w
r, i, r, z
r, i, s, j
r, i, t, g
r, i, t, k
r, i, t, v
r, i, u, a
r, i, u, b
r, i, u, c
r, i, u, d
r, i, u, e
r, i, u, g
r, i, u, j
r, i, u, k
r, i, u, o
r, i, u, q
r, i, u, u
r, i, u, '
r, i, v, b
r, i, v, f
r, i, v, p
r, i, v, r
r, i, v, t
r, i, v, w
r, i, v, z
r, i, w, a
r, i, w, b
r, i, w, c
r, i, w, f
r, i, w, h
r, i, w, o
r, i, w, r
r, i, w, s
r, i, w, u
r, i, w, w
r, i, w, y
r, i, w, '
r, i, x, b
r, i, x, c
r, i, x, g
r, i, x, h
r, i, x, m
r, i, x, n
r, i, x, p
r, i, x, t
r, i, x, v
r, i, x, w
r, i, y, e
r, i, y, f
r, i, y, i
r, i, y, n
r, i, y, r
r, i, y, s
r, i, y, u
r, i, y, y
r, i, y, '
r, i, z, b
r, i, z, c
r, i, z, d
r, i, z, g
r, i, z, h
r, i, z, k
r, i, z, n
r, i, z, p
r, i, z, s
r, i, z, t
r, i, z, u
r, i, z, v
r, i, z, w
r, i, z, y
r, i, ', d
r, i, ', f
r, i, ', i
r, i, ', l
r, i, ', m
r, i, ', v
r, j, a, a
r, j, a, b
r, j, a, e
r, j, a, f
r, j, a, j
r, j, a, k
r, j, a, l
r, j, a, o
r, j, a, p
r, j, a, q
r, j, a, t
r, j, a, u
r, j, a, v
r, j, a, x
r, j, a, z
r, j, c, a
r, j, c, b
r, j, c, d
r, j, c, e
r, j, c, i
r, j, c, l
r, j, c, r
r, j, c, s
r, j, c, t
r, j, c, u
r, j, e, b
r, j, e, d
r, j, e, f
r, j, e, g
r, j, e, h
r, j, e, i
r, j, e, j
r, j, e, k
r, j, e, l
r, j, e, m
r, j, e, n
r, j, e, o
r, j, e, p
r, j, e, q
r, j, e, u
r, j, e, x
r, j, e, y
r, j, e, z
r, j, i, a
r, j, i, b
r, j, i, c
r, j, i, d
r, j, i, f
r, j, i, g
r, j, i, h
r, j, i, j
r, j, i, k
r, j, i, l
r, j, i, m
r, j, i, o
r, j, i, p
r, j, i, q
r, j, i, r
r, j, i, s
r, j, i, u
r, j, i, v
r, j, i, w
r, j, i, x
r, j, i, y
r, j, i, z
r, j, o, a
r, j, o, d
r, j, o, e
r, j, o, f
r, j, o, g
r, j, o, h
r, j, o, j
r, j, o, k
r, j, o, l
r, j, o, m
r, j, o, o
r, j, o, p
r, j, o, s
r, j, o, t
r, j, o, u
r, j, o, v
r, j, o, w
r, j, o, x
r, j, o, z
r, j, o, '
r, j, u, a
r, j, u, b
r, j, u, c
r, j, u, e
r, j, u, f
r, j, u, j
r, j, u, k
r, j, u, l
r, j, u, o
r, j, u, p
r, j, u, w
r, j, u, x
r, j, u, y
r, j, u, z
r, j, u, '
r, j, y, l
r, j, y, m
r, j, y, n
r, j, y, o
r, j, ', a
r, j, ', o
r, k, a, a
r, k, a, c
r, k, a, e
r, k, a, f
r, k, a, i
r, k, a, j
r, k, a, k
r, k, a, o
r, k, a, p
r, k, a, u
r, k, a, v
r, k, a, x
r, k, a, y
r, k, b, i
r, k, b, l
r, k, b, n
r, k, b, p
r, k, b, s
r, k, b, '
r, k, c, b
r, k, c, i
r, k, c, l
r, k, c, m
r, k, c, o
r, k, c, r
r, k, c, s
r, k, c, v
r, k, c, y
r, k, c, '
r, k, d, c
r, k, d, d
r, k, d, e
r, k, d, i
r, k, d, r
r, k, d, t
r, k, d, u
r, k, e, c
r, k, e, f
r, k, e, h
r, k, e, j
r, k, e, k
r, k, e, m
r, k, e, o
r, k, e, u
r, k, e, w
r, k, e, x
r, k, e, z
r, k, f, c
r, k, f, d
r, k, f, m
r, k, f, r
r, k, f, s
r, k, f, t
r, k, f, '
r, k, g, a
r, k, g, b
r, k, g, d
r, k, g, f
r, k, g, o
r, k, g, s
r, k, g, u
r, k, g, '
r, k, h, b
r, k, h, d
r, k, h, l
r, k, h, m
r, k, h, n
r, k, h, p
r, k, h, r
r, k, h, s
r, k, h, t
r, k, h, u
r, k, h, v
r, k, h, w
r, k, h, y
r, k, h, z
r, k, h, '
r, k, i, b
r, k, i, d
r, k, i, g
r, k, i, h
r, k, i, i
r, k, i, j
r, k, i, p
r, k, i, u
r, k, i, w
r, k, k, e
r, k, k, h
r, k, k, i
r, k, k, k
r, k, k, l
r, k, k, n
r, k, k, o
r, k, k, r
r, k, k, t
r, k, k, u
r, k, k, v
r, k, k, y
r, k, k, '
r, k, l, b
r, k, l, d
r, k, l, j
r, k, l, n
r, k, l, r
r, k, l, v
r, k, l, '
r, k, m, c
r, k, m, m
r, k, m, u
r, k, m, v
r, k, m, '
r, k, n, g
r, k, n, p
r, k, n, t
r, k, n, u
r, k, n, y
r, k, n, '
r, k, o, a
r, k, o, b
r, k, o, c
r, k, o, d
r, k, o, e
r, k, o, h
r, k, o, j
r, k, o, k
r, k, o, n
r, k, o, o
r, k, o, t
r, k, o, x
r, k, o, y
r, k, o, z
r, k, p, c
r, k, p, h
r, k, p, n
r, k, p, s
r, k, p, t
r, k, p, u
r, k, p, w
r, k, r, i
r, k, r, k
r, k, r, n
r, k, r, p
r, k, r, s
r, k, r, t
r, k, r, u
r, k, r, y
r, k, r, '
r, k, s, a
r, k, s, g
r, k, s, i
r, k, s, n
r, k, s, r
r, k, s, s
r, k, s, y
r, k, s, z
r, k, t, b
r, k, t, e
r, k, t, g
r, k, t, h
r, k, t, p
r, k, t, s
r, k, t, t
r, k, t, u
r, k, t, w
r, k, t, y
r, k, t, z
r, k, t, '
r, k, u, a
r, k, u, b
r, k, u, c
r, k, u, d
r, k, u, e
r, k, u, f
r, k, u, g
r, k, u, i
r, k, u, j
r, k, u, l
r, k, u, m
r, k, u, o
r, k, u, r
r, k, u, v
r, k, u, w
r, k, u, y
r, k, u, z
r, k, v, a
r, k, v, d
r, k, v, e
r, k, v, o
r, k, v, u
r, k, v, '
r, k, w, h
r, k, w, t
r, k, w, u
r, k, w, y
r, k, w, '
r, k, y, b
r, k, y, c
r, k, y, d
r, k, y, e
r, k, y, f
r, k, y, h
r, k, y, i
r, k, y, j
r, k, y, k
r, k, y, l
r, k, y, m
r, k, y, o
r, k, y, p
r, k, y, s
r, k, y, t
r, k, y, u
r, k, y, w
r, k, y, z
r, k, ', d
r, k, ', i
r, k, ', r
r, l, a, e
r, l, a, h
r, l, a, j
r, l, a, o
r, l, a, q
r, l, b, b
r, l, b, f
r, l, b, h
r, l, b, j
r, l, b, m
r, l, b, n
r, l, b, p
r, l, b, s
r, l, b, v
r, l, b, w
r, l, b, y
r, l, b, '
r, l, c, a
r, l, c, c
r, l, c, d
r, l, c, e
r, l, c, f
r, l, c, g
r, l, c, i
r, l, c, j
r, l, c, k
r, l, c, l
r, l, c, n
r, l, c, p
r, l, c, r
r, l, c, s
r, l, c, t
r, l, c, u
r, l, c, v
r, l, c, w
r, l, c, y
r, l, c, z
r, l, c, '
r, l, d, c
r, l, d, d
r, l, d, g
r, l, d, h
r, l, d, j
r, l, d, k
r, l, d, r
r, l, d, t
r, l, d, x
r, l, e, b
r, l, e, h
r, l, e, j
r, l, e, k
r, l, e, l
r, l, e, z
r, l, f, a
r, l, f, b
r, l, f, c
r, l, f, d
r, l, f, f
r, l, f, g
r, l, f, h
r, l, f, k
r, l, f, m
r, l, f, n
r, l, f, o
r, l, f, p
r, l, f, s
r, l, f, t
r, l, f, w
r, l, f, y
r, l, f, '
r, l, g, a
r, l, g, b
r, l, g, e
r, l, g, h
r, l, g, j
r, l, g, k
r, l, g, l
r, l, g, m
r, l, g, n
r, l, g, o
r, l, g, r
r, l, g, s
r, l, g, t
r, l, g, u
r, l, g, w
r, l, g, y
r, l, g, '
r, l, h, b
r, l, h, d
r, l, h, e
r, l, h, i
r, l, h, j
r, l, h, l
r, l, h, s
r, l, h, u
r, l, h, w
r, l, h, y
r, l, h, '
r, l, i, h
r, l, i, j
r, l, i, q
r, l, i, r
r, l, i, u
r, l, i, w
r, l, i, x
r, l, i, y
r, l, i, z
r, l, k, a
r, l, k, b
r, l, k, c
r, l, k, d
r, l, k, e
r, l, k, f
r, l, k, g
r, l, k, h
r, l, k, j
r, l, k, l
r, l, k, m
r, l, k, n
r, l, k, o
r, l, k, p
r, l, k, r
r, l, k, s
r, l, k, t
r, l, k, u
r, l, k, v
r, l, k, w
r, l, k, y
r, l, k, '
r, l, l, a
r, l, l, b
r, l, l, c
r, l, l, d
r, l, l, f
r, l, l, g
r, l, l, h
r, l, l, j
r, l, l, k
r, l, l, l
r, l, l, m
r, l, l, n
r, l, l, o
r, l, l, p
r, l, l, q
r, l, l, r
r, l, l, t
r, l, l, u
r, l, l, v
r, l, l, w
r, l, l, x
r, l, l, y
r, l, m, b
r, l, m, c
r, l, m, d
r, l, m, f
r, l, m, g
r, l, m, h
r, l, m, i
r, l, m, l
r, l, m, m
r, l, m, n
r, l, m, o
r, l, m, p
r, l, m, s
r, l, m, t
r, l, m, u
r, l, m, v
r, l, m, w
r, l, m, y
r, l, m, '
r, l, o, e
r, l, o, h
r, l, o, j
r, l, o, q
r, l, o, x
r, l, o, z
r, l, p, b
r, l, p, c
r, l, p, d
r, l, p, e
r, l, p, f
r, l, p, g
r, l, p, h
r, l, p, l
r, l, p, m
r, l, p, n
r, l, p, p
r, l, p, r
r, l, p, s
r, l, p, t
r, l, p, v
r, l, p, w
r, l, p, y
r, l, p, '
r, l, s, a
r, l, s, c
r, l, s, d
r, l, s, e
r, l, s, f
r, l, s, g
r, l, s, k
r, l, s, l
r, l, s, m
r, l, s, n
r, l, s, s
r, l, s, u
r, l, s, v
r, l, s, w
r, l, s, y
r, l, s, z
r, l, s, '
r, l, t, a
r, l, t, b
r, l, t, c
r, l, t, d
r, l, t, e
r, l, t, f
r, l, t, g
r, l, t, h
r, l, t, i
r, l, t, j
r, l, t, k
r, l, t, l
r, l, t, m
r, l, t, n
r, l, t, p
r, l, t, r
r, l, t, s
r, l, t, t
r, l, t, u
r, l, t, v
r, l, t, w
r, l, t, y
r, l, t, z
r, l, t, '
r, l, u, a
r, l, u, g
r, l, u, h
r, l, u, i
r, l, u, j
r, l, u, l
r, l, u, q
r, l, u, r
r, l, u, t
r, l, u, v
r, l, u, w
r, l, u, y
r, l, u, z
r, l, u, '
r, l, v, a
r, l, v, d
r, l, v, e
r, l, v, n
r, l, v, o
r, l, v, s
r, l, v, t
r, l, v, u
r, l, v, v
r, l, v, y
r, l, v, '
r, l, w, a
r, l, w, h
r, l, w, l
r, l, w, m
r, l, w, p
r, l, w, r
r, l, w, s
r, l, w, t
r, l, w, u
r, l, w, y
r, l, w, '
r, l, y, a
r, l, y, f
r, l, y, m
r, l, y, o
r, l, y, p
r, l, y, r
r, l, y, t
r, l, y, u
r, l, y, v
r, l, y, x
r, l, y, z
r, l, ', a
r, l, ', c
r, l, ', d
r, l, ', e
r, l, ', h
r, l, ', i
r, l, ', o
r, l, ', t
r, l, ', v
r, m, a, a
r, m, a, q
r, m, b, b
r, m, b, c
r, m, b, d
r, m, b, f
r, m, b, h
r, m, b, k
r, m, b, m
r, m, b, n
r, m, b, p
r, m, b, s
r, m, b, t
r, m, b, w
r, m, b, '
r, m, c, b
r, m, c, c
r, m, c, d
r, m, c, e
r, m, c, f
r, m, c, g
r, m, c, i
r, m, c, j
r, m, c, k
r, m, c, m
r, m, c, n
r, m, c, p
r, m, c, q
r, m, c, r
r, m, c, s
r, m, c, t
r, m, c, v
r, m, c, w
r, m, c, y
r, m, c, '
r, m, d, c
r, m, d, d
r, m, d, f
r, m, d, g
r, m, d, i
r, m, d, l
r, m, d, m
r, m, d, n
r, m, d, q
r, m, d, r
r, m, d, s
r, m, d, t
r, m, d, u
r, m, d, x
r, m, d, y
r, m, e, b
r, m, e, f
r, m, e, h
r, m, e, q
r, m, e, v
r, m, f, a
r, m, f, b
r, m, f, d
r, m, f, g
r, m, f, h
r, m, f, j
r, m, f, l
r, m, f, m
r, m, f, n
r, m, f, o
r, m, f, s
r, m, f, t
r, m, f, y
r, m, f, '
r, m, g, b
r, m, g, d
r, m, g, h
r, m, g, i
r, m, g, k
r, m, g, m
r, m, g, o
r, m, g, r
r, m, g, t
r, m, g, y
r, m, g, '
r, m, h, d
r, m, h, f
r, m, h, g
r, m, h, i
r, m, h, l
r, m, h, p
r, m, h, r
r, m, h, s
r, m, h, u
r, m, h, w
r, m, h, y
r, m, h, z
r, m, h, '
r, m, i, b
r, m, i, h
r, m, i, i
r, m, i, j
r, m, i, k
r, m, i, q
r, m, i, w
r, m, i, y
r, m, k, a
r, m, k, e
r, m, k, h
r, m, k, j
r, m, k, o
r, m, k, s
r, m, k, t
r, m, k, u
r, m, k, y
r, m, k, '
r, m, l, c
r, m, l, d
r, m, l, f
r, m, l, g
r, m, l, l
r, m, l, r
r, m, l, s
r, m, l, t
r, m, l, u
r, m, l, v
r, m, l, w
r, m, l, x
r, m, l, '
r, m, m, a
r, m, m, b
r, m, m, c
r, m, m, d
r, m, m, f
r, m, m, g
r, m, m, h
r, m, m, j
r, m, m, k
r, m, m, l
r, m, m, m
r, m, m, n
r, m, m, o
r, m, m, p
r, m, m, r
r, m, m, s
r, m, m, t
r, m, m, u
r, m, m, v
r, m, m, w
r, m, m, x
r, m, m, y
r, m, n, b
r, m, n, c
r, m, n, d
r, m, n, g
r, m, n, i
r, m, n, l
r, m, n, n
r, m, n, o
r, m, n, p
r, m, n, r
r, m, n, s
r, m, n, t
r, m, n, u
r, m, n, w
r, m, n, y
r, m, n, '
r, m, o, q
r, m, o, w
r, m, p, b
r, m, p, c
r, m, p, d
r, m, p, e
r, m, p, f
r, m, p, g
r, m, p, h
r, m, p, k
r, m, p, m
r, m, p, n
r, m, p, o
r, m, p, p
r, m, p, q
r, m, p, s
r, m, p, t
r, m, p, u
r, m, p, v
r, m, p, w
r, m, p, y
r, m, p, '
r, m, r, b
r, m, r, c
r, m, r, d
r, m, r, f
r, m, r, g
r, m, r, i
r, m, r, n
r, m, r, p
r, m, r, r
r, m, r, s
r, m, r, t
r, m, r, u
r, m, r, x
r, m, r, y
r, m, s, d
r, m, s, g
r, m, s, j
r, m, s, l
r, m, s, m
r, m, s, n
r, m, s, o
r, m, s, p
r, m, s, q
r, m, s, r
r, m, s, s
r, m, s, u
r, m, s, v
r, m, s, y
r, m, t, a
r, m, t, b
r, m, t, c
r, m, t, d
r, m, t, e
r, m, t, f
r, m, t, g
r, m, t, l
r, m, t, m
r, m, t, n
r, m, t, p
r, m, t, s
r, m, t, t
r, m, t, u
r, m, t, v
r, m, t, w
r, m, t, x
r, m, t, y
r, m, t, '
r, m, u, a
r, m, u, b
r, m, u, h
r, m, u, j
r, m, u, o
r, m, u, q
r, m, u, u
r, m, u, v
r, m, u, x
r, m, u, y
r, m, u, '
r, m, v, a
r, m, v, d
r, m, v, e
r, m, v, o
r, m, v, p
r, m, v, r
r, m, v, s
r, m, v, u
r, m, v, y
r, m, v, '
r, m, w, h
r, m, w, m
r, m, w, t
r, m, w, '
r, m, y, d
r, m, y, e
r, m, y, g
r, m, y, h
r, m, y, i
r, m, y, j
r, m, y, k
r, m, y, m
r, m, y, p
r, m, y, u
r, m, y, x
r, m, y, z
r, m, ', a
r, m, ', b
r, m, ', t
r, n, a, f
r, n, a, j
r, n, a, q
r, n, a, z
r, n, b, b
r, n, b, c
r, n, b, d
r, n, b, f
r, n, b, g
r, n, b, j
r, n, b, p
r, n, b, s
r, n, b, v
r, n, b, w
r, n, b, '
r, n, c, b
r, n, c, c
r, n, c, d
r, n, c, e
r, n, c, f
r, n, c, g
r, n, c, h
r, n, c, i
r, n, c, k
r, n, c, m
r, n, c, p
r, n, c, s
r, n, c, t
r, n, c, v
r, n, c, x
r, n, c, y
r, n, c, z
r, n, c, '
r, n, d, b
r, n, d, c
r, n, d, d
r, n, d, f
